pathway	B_breve_689b_C_completion_rate	Lco_lactis_1064-C11_S_completion_rate	St_thermophilus_CBC-S77_S_completion_rate	B_breve_689b_C_rxn_assoc (sep=;)	Lco_lactis_1064-C11_S_rxn_assoc (sep=;)	St_thermophilus_CBC-S77_S_rxn_assoc (sep=;)
PWY-7815	NA	NA	NA	2.7.7.40-RXN;RXN-18029;RIBITOL-5-PHOSPHATE-2-DEHYDROGENASE-RXN	RXN-18014;UDPGLCNACEPIM-RXN;RXN-18029;2.7.7.40-RXN;GLCNACPTRANS-RXN	RXN-18014;RXN-18029;GLCNACPTRANS-RXN
PWY-5707	NA	NA	NA	RXN-8899	RXN-8899;RXN-16190	RXN-8899;RXN-16190
PWY0-1353	NA	NA		SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN;RXN0-5266	
PWY-5316	NA			QUINOLINATE-SYNTHA-RXN;L-ASPARTATE-OXID-RXN;QUINOPRIBOTRANS-RXN		
PWY-6692	NA	NA	NA	NADH-DEHYDROG-A-RXN	NADH-DEHYDROG-A-RXN	NADH-DEHYDROG-A-RXN
PWY-6981	NA	NA	NA	PHOSPHOGLUCMUT-RXN;PGLUCISOM-RXN;PWY0-1182;UDPNACETYLGALSYN-PWY	UDPNACETYLGALSYN-PWY;PGLUCISOM-RXN;PWY0-1182	PHOSPHOGLUCMUT-RXN;PGLUCISOM-RXN;PWY0-1182;UDPNACETYLGALSYN-PWY
PWY-8164	NA	NA	NA	RXN-21566	RXN-21566	RXN-21566
PWY-6973	NA	NA	NA	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN
PWY66-425	NA			2-AMINOADIPATE-AMINOTRANSFERASE-RXN		
PWY-6969	NA	NA	NA	CITSYN-RXN;RXN-14971;ISOCITDEH-RXN;SUCCCOASYN-RXN	RXN-14971;ISOCITDEH-RXN	CITSYN-RXN;ISOCITDEH-RXN
PWY-7219	NA	NA	NA	ADENYLOSUCCINATE-SYNTHASE-RXN;AMPSYN-RXN;ADENYL-KIN-RXN	ADENYLOSUCCINATE-SYNTHASE-RXN;AMPSYN-RXN;ADENYL-KIN-RXN	ADENYLOSUCCINATE-SYNTHASE-RXN;AMPSYN-RXN;ADENYL-KIN-RXN
PWY-7316	NA	NA	NA	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN
DAPLYSINESYN-PWY	NA	NA	NA	TETHYDPICSUCC-RXN;DIAMINOPIMDECARB-RXN;DIHYDRODIPICSYN-RXN;SUCCDIAMINOPIMDESUCC-RXN;ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;DIAMINOPIMEPIM-RXN;ASPARTATEKIN-RXN;RXN-14014	DIAMINOPIMDECARB-RXN;DIHYDRODIPICSYN-RXN;ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;ASPARTATEKIN-RXN;RXN-14014	DIAMINOPIMDECARB-RXN;DIHYDRODIPICSYN-RXN;ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;ASPARTATEKIN-RXN;RXN-14014
PWY-5736	NA			RXN-8941		
PWY66-426	NA			RXN-19038;RXN66-562;RXN66-534		
PWY-8185	NA	NA	NA	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	BRANCHED-CHAINAMINOTRANSFERLEU-RXN
PWY1A0-6120	NA	NA	NA	2.3.1.180-RXN	RXN-9658;RXN-9531;RXN-9528;RXN-9514;4.2.1.59-RXN;RXN-9533;RXN-9532;RXN-9655;RXN-9659;RXN-9527;RXN-9518;RXN-9661;RXN-9657;RXN-9523;RXN-9524;2.3.1.180-RXN;RXN-9516;RXN-9520;4.2.1.58-RXN;RXN-9660	RXN-9533;2.3.1.180-RXN;RXN-9655
PWY-8183	NA	NA	NA	BRANCHED-CHAINAMINOTRANSFERVAL-RXN	BRANCHED-CHAINAMINOTRANSFERVAL-RXN	BRANCHED-CHAINAMINOTRANSFERVAL-RXN
PWY-7799	NA	NA	NA	RXN-17874;RXN-17882;RXN-17883;RXN-17881	RXN-17874;RXN-17882;RXN-17883;RXN-17881	RXN-17874;RXN-17882;RXN-17883;RXN-17881
PWY-2201	NA	NA	NA	GCVMULTI-RXN;1.5.1.20-RXN;FORMATETHFLIG-RXN;5-FORMYL-THF-CYCLO-LIGASE-RXN	1.5.1.20-RXN;FORMATETHFLIG-RXN;5-FORMYL-THF-CYCLO-LIGASE-RXN;GLYOHMETRANS-RXN	1.5.1.20-RXN;FORMATETHFLIG-RXN;5-FORMYL-THF-CYCLO-LIGASE-RXN;GLYOHMETRANS-RXN
PWY-7104	NA	NA	NA	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN
PWY-581	NA	NA	NA	TRYPTOPHAN-AMINOTRANSFERASE-RXN	TRYPTOPHAN-AMINOTRANSFERASE-RXN	TRYPTOPHAN-AMINOTRANSFERASE-RXN
SERDEG-PWY	NA	NA	NA	RXN-15127;RXN-15124	RXN-15127;RXN-15124	RXN-15127;RXN-15124
PWY-8135	NA			RXN-17388;CHOLOYLGLYCINE-HYDROLASE-RXN		
PWY-8184	NA	NA	NA	BRANCHED-CHAINAMINOTRANSFERILEU-RXN	BRANCHED-CHAINAMINOTRANSFERILEU-RXN	BRANCHED-CHAINAMINOTRANSFERILEU-RXN
PWY-5154	NA	NA	NA	ARGSUCCINLYA-RXN;ACETYLORNTRANSAM-RXN;ACETYLGLUTKIN-RXN;ARGSUCCINSYN-RXN;N-ACETYLTRANSFER-RXN;N-ACETYLGLUTPREDUCT-RXN;CARBPSYN-RXN	ARGSUCCINLYA-RXN;ACETYLORNTRANSAM-RXN;ACETYLGLUTKIN-RXN;ARGSUCCINSYN-RXN;N-ACETYLTRANSFER-RXN;RXN-7933;N-ACETYLGLUTPREDUCT-RXN;CARBPSYN-RXN	ARGSUCCINLYA-RXN;ACETYLORNTRANSAM-RXN;ACETYLGLUTKIN-RXN;ARGSUCCINSYN-RXN;N-ACETYLTRANSFER-RXN;RXN-7933;N-ACETYLGLUTPREDUCT-RXN;CARBPSYN-RXN
PWY-7238	NA	NA	NA	PHOSPHOGLUCMUT-RXN;RXN-14354;PGLUCISOM-RXN;GLUCOKIN-RXN	RXN-14354;PGLUCISOM-RXN;GLUC1PURIDYLTRANS-RXN;GLUCOKIN-RXN	PHOSPHOGLUCMUT-RXN;PGLUCISOM-RXN;GLUC1PURIDYLTRANS-RXN;RXN-14354;GLUCOKIN-RXN
PWY-7767	NA	NA	NA	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	BRANCHED-CHAINAMINOTRANSFERLEU-RXN
PWY-6386	NA	NA	NA	GLUTRACE-RXN;UDPNACETYLMURAMATEDEHYDROG-RXN;UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN;6.3.2.7-RXN;UDP-NACMURALA-GLU-LIG-RXN;DALADALALIG-RXN;6.3.2.10-RXN;UDP-NACMUR-ALA-LIG-RXN	GLUTRACE-RXN;UDPNACETYLMURAMATEDEHYDROG-RXN;UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN;6.3.2.7-RXN;UDP-NACMURALA-GLU-LIG-RXN;DALADALALIG-RXN;6.3.2.10-RXN;UDP-NACMUR-ALA-LIG-RXN	GLUTRACE-RXN;UDPNACETYLMURAMATEDEHYDROG-RXN;UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN;6.3.2.7-RXN;UDP-NACMURALA-GLU-LIG-RXN;6.3.2.10-RXN;UDP-NACMUR-ALA-LIG-RXN
PWY-8318	NA			L-FUCONATE-HYDRATASE-RXN		
DETOX1-PWY-1	NA	NA	NA	RXN-12540	DETOX1-PWY;SUPEROX-DISMUT-RXN;RXN-12540	DETOX1-PWY;SUPEROX-DISMUT-RXN;RXN-12540
PWY-5785	NA	NA	NA	UNDECAPRENYL-DIPHOSPHATASE-RXN	RXN-8999;UNDECAPRENYL-DIPHOSPHATASE-RXN	RXN-8999;UNDECAPRENYL-DIPHOSPHATASE-RXN
PWY-5067	NA	NA		RXN-7669	RXN-7669	
PWY-8303	NA	NA	NA	GCVMULTI-RXN;ACETATEKIN-RXN;FORMATETHFLIG-RXN	PYRUFLAVREDUCT-RXN;ACETATEKIN-RXN;FORMATETHFLIG-RXN	ACETATEKIN-RXN;FORMATETHFLIG-RXN
PYRIDNUCSAL-PWY	NA	NA	NA	NADPYROPHOSPHAT-RXN;NICOTINATEPRIBOSYLTRANS-RXN;NICONUCADENYLYLTRAN-RXN;NICOTINAMID-RXN;NAD-SYNTH-GLN-RXN	NADPYROPHOSPHAT-RXN;NAD-SYNTH-NH3-RXN;NICOTINATEPRIBOSYLTRANS-RXN;NICONUCADENYLYLTRAN-RXN;NICOTINAMID-RXN;NAD-SYNTH-GLN-RXN	NAD-SYNTH-NH3-RXN;NICONUCADENYLYLTRAN-RXN;NAD-SYNTH-GLN-RXN;NICOTINATEPRIBOSYLTRANS-RXN
PWY-8280	NA	NA		RXN-16380;RXN-9632;RXN-9633	RXN-16380;RXN-9634;RXN-9633	
PWY-6550	NA	NA	NA	RXN-7282;RXN-11543	RXN-7282	RXN-7282
UDPNAGSYN-PWY	NA	NA	NA	PGLUCISOM-RXN;L-GLN-FRUCT-6-P-AMINOTRANS-RXN;5.4.2.10-RXN	PGLUCISOM-RXN;L-GLN-FRUCT-6-P-AMINOTRANS-RXN;5.4.2.10-RXN	PGLUCISOM-RXN;L-GLN-FRUCT-6-P-AMINOTRANS-RXN;5.4.2.10-RXN
P161-PWY	NA	NA	NA	ACETATEKIN-RXN;PHOSACETYLTRANS-RXN;ALCOHOL-DEHYDROG-RXN	ACETATEKIN-RXN;PHOSACETYLTRANS-RXN;ALCOHOL-DEHYDROG-RXN	ACETATEKIN-RXN;PHOSACETYLTRANS-RXN;ALCOHOL-DEHYDROG-RXN
PWY0-1576	NA	NA		R601-RXN	R601-RXN	
PWY-1861	NA	NA	NA	F16ALDOLASE-RXN;1TRANSKETO-RXN;TRANSALDOL-RXN;RIBULP3EPIM-RXN;RIB5PISOM-RXN;R12-RXN;2TRANSKETO-RXN	6PFRUCTPHOS-RXN;F16ALDOLASE-RXN;1TRANSKETO-RXN;RIBULP3EPIM-RXN;RIB5PISOM-RXN;2TRANSKETO-RXN	6PFRUCTPHOS-RXN;1TRANSKETO-RXN;RIBULP3EPIM-RXN;RIB5PISOM-RXN;2TRANSKETO-RXN
PWY-5659	NA	NA	NA	PGLUCISOM-RXN	MANNPISOM-RXN;PGLUCISOM-RXN	MANNPISOM-RXN;PGLUCISOM-RXN
CITRULLINE-DEG-PWY	NA	NA	NA	ORNCARBAMTRANSFER-RXN;RXN0-5222	ORNCARBAMTRANSFER-RXN;RXN0-5222	ORNCARBAMTRANSFER-RXN;RXN0-5222
CODH-PWY	NA	NA	NA	FORMATETHFLIG-RXN	FORMATETHFLIG-RXN	FORMATETHFLIG-RXN
PWY-7315	NA	NA	NA	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN;TDPFUCACTRANS-RXN	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN
PWY-5631	NA			5.1.1.17-RXN		
PWY-5913	NA	NA	NA	PEPCARBOX-RXN;CITSYN-RXN;RXN-14971;ISOCITDEH-RXN	RXN-14971;ISOCITDEH-RXN	PEPCARBOX-RXN;CITSYN-RXN;ISOCITDEH-RXN
PWY-5895	NA	NA		RXN-9365	RXN-9365	
PWY-6383	NA	NA	NA	RXN-11023	IPPISOM-RXN;GPPSYN-RXN	GPPSYN-RXN
PWY-5891	NA	NA		RXN-9359	RXN-9359	
NADPHOS-DEPHOS-PWY-1	NA	NA	NA	TRANS-RXN0-277;NAD-KIN-RXN	NAD-KIN-RXN	NAD-KIN-RXN
PWY-6549	NA	NA	NA	PEPCARBOX-RXN;CITSYN-RXN;ISOCITDEH-RXN	ISOCITDEH-RXN	PEPCARBOX-RXN;CITSYN-RXN;ISOCITDEH-RXN
PWY-6122	NA	NA	NA	AIRS-RXN;GLYRIBONUCSYN-RXN;FGAMSYN-RXN;PRPPAMIDOTRANS-RXN	AIRS-RXN;GLYRIBONUCSYN-RXN;FGAMSYN-RXN;PRPPAMIDOTRANS-RXN	AIRS-RXN;GLYRIBONUCSYN-RXN;FGAMSYN-RXN;PRPPAMIDOTRANS-RXN
PWY0-1336	NA	NA		R601-RXN	R601-RXN	
PWY0-1264	NA	NA	NA	BIOTINLIG-RXN;RXN-7101	BIOTINLIG-RXN;BIOTIN-CARBOXYL-RXN;RXN0-5055;RXN-7101	BIOTINLIG-RXN;BIOTIN-CARBOXYL-RXN;RXN0-5055;RXN-7101
PWY-6124	NA	NA	NA	AICARSYN-RXN;SAICARSYN-RXN	AICARSYN-RXN;SAICARSYN-RXN	AICARSYN-RXN;SAICARSYN-RXN
PWY-7614	NA	NA	NA	RXN-8899	RXN-16201;RXN-8899	RXN-16201;RXN-8899
PWY-7514	NA	NA	NA	TYROSINE-AMINOTRANSFERASE-RXN	TYROSINE-AMINOTRANSFERASE-RXN	TYROSINE-AMINOTRANSFERASE-RXN
PWY-3781	NA	NA	NA	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN;NADH-DEHYDROG-A-RXN	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN;NADH-DEHYDROG-A-RXN	NADH-DEHYDROG-A-RXN
PWY-6788	NA			RXN-2043		
PWY-7187	NA	NA	NA	THYMIDYLATESYN-RXN;DCTP-DEAM-RXN;DUTP-PYROP-RXN;RXN0-723;DTMPKI-RXN;RXN0-724	THYMIDYLATESYN-RXN;DUTP-PYROP-RXN;RXN0-723;DTMPKI-RXN;RXN0-724	THYMIDYLATESYN-RXN;DUTP-PYROP-RXN;RXN0-723;DTMPKI-RXN;DTDPKIN-RXN;RXN0-724
PWY-8213	NA			RXN-15296		
PWY-4841	NA	NA		RXN-14693	RXN-14693	
PWY3O-4107	NA	NA	NA	NICOTINATEPRIBOSYLTRANS-RXN;RXN-15025;NICONUCADENYLYLTRAN-RXN;NICOTINAMID-RXN;NAD-SYNTH-GLN-RXN	NICONUCADENYLYLTRAN-RXN;NICOTINAMID-RXN;NAD-SYNTH-GLN-RXN;NICOTINATEPRIBOSYLTRANS-RXN	NICONUCADENYLYLTRAN-RXN;NAD-SYNTH-GLN-RXN;NICOTINATEPRIBOSYLTRANS-RXN
PWY-6348	NA			ACID-PHOSPHATASE-RXN		
PWY-5686	NA	NA	NA	DIHYDROOROTATE-DEHYDROGENASE-RXN;OROPRIBTRANS-RXN;ASPCARBTRANS-RXN;DIHYDROOROT-RXN;OROTPDECARB-RXN;CARBPSYN-RXN	OROPRIBTRANS-RXN;ASPCARBTRANS-RXN;DIHYDROOROT-RXN;OROTPDECARB-RXN;CARBPSYN-RXN	CARBPSYN-RXN;ASPCARBTRANS-RXN
PWY-8342	NA	NA	NA	PANTEPADENYLYLTRAN-RXN	PANTEPADENYLYLTRAN-RXN	PANTEPADENYLYLTRAN-RXN
PWY-2942	NA	NA	NA	DIAMINOPIMDECARB-RXN;DIHYDRODIPICSYN-RXN;ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;RXN-4821;ASPARTATEKIN-RXN;RXN-14014	DIAMINOPIMDECARB-RXN;DIHYDRODIPICSYN-RXN;ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;RXN-4821;ASPARTATEKIN-RXN;RXN-14014	DIAMINOPIMDECARB-RXN;DIHYDRODIPICSYN-RXN;ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;RXN-4821;ASPARTATEKIN-RXN;RXN-14014
PWY-6735	NA			CYCLOMALTODEXTRINASE-RXN		
NONMEVIPP-PWY	NA	NA	NA	2.7.1.148-RXN;RXN0-884;RXN-15878;RXN0-302;DXPREDISOM-RXN;ISPH2-RXN;DXS-RXN	DXS-RXN;IPPISOM-RXN	2.7.1.148-RXN
PWY-7560	NA	NA	NA	2.7.1.148-RXN;RXN0-884;RXN0-302;DXPREDISOM-RXN;ISPH2-RXN;DXS-RXN	DXS-RXN;IPPISOM-RXN	2.7.1.148-RXN
PWY-6707	NA	NA	NA	3-DEHYDROQUINATE-DEHYDRATASE-RXN	3-DEHYDROQUINATE-DEHYDRATASE-RXN	3-DEHYDROQUINATE-DEHYDRATASE-RXN
PWY3DJ-35471	NA	NA		RXN-14693	RXN-14693	
PWY-6609	NA	NA	NA	HYPOXANPRIBOSYLTRAN-RXN	HYPOXANPRIBOSYLTRAN-RXN;INOPHOSPHOR-RXN;ADENPHOSPHOR-RXN;ADENODEAMIN-RXN	HYPOXANPRIBOSYLTRAN-RXN;INOPHOSPHOR-RXN;ADENPHOSPHOR-RXN;ADENODEAMIN-RXN
PWY-7688	NA	NA	NA	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN
ALADEG-PWY	NA	NA	NA	ALARACECAT-RXN	ALARACECAT-RXN	ALARACECAT-RXN
PWY0-1587	NA	NA	NA	RXN-14570;RXN-14569	RXN-14570;RXN-14569	RXN-14570;RXN-14569
PWY-5653	NA	NA	NA	RXN-5721;NICONUCADENYLYLTRAN-RXN;QUINOPRIBOTRANS-RXN;NAD-SYNTH-GLN-RXN	NICONUCADENYLYLTRAN-RXN;RXN-5721;NAD-SYNTH-GLN-RXN	NICONUCADENYLYLTRAN-RXN;RXN-5721;NAD-SYNTH-GLN-RXN
PWY-8165	NA	NA	NA	RXN-21560	RXN-21560	RXN-21560
PWY-7807	NA	NA	NA	INORGPYROPHOSPHAT-RXN;ADENPRIBOSYLTRAN-RXN	INORGPYROPHOSPHAT-RXN;ADENPRIBOSYLTRAN-RXN	INORGPYROPHOSPHAT-RXN;ADENPRIBOSYLTRAN-RXN
PWY-5723	NA	NA	NA	2PGADEHYDRAT-RXN;PEPDEPHOS-RXN;1TRANSKETO-RXN;TRANSALDOL-RXN;RIBULP3EPIM-RXN;RIB5PISOM-RXN;2TRANSKETO-RXN	2PGADEHYDRAT-RXN;PEPDEPHOS-RXN;1TRANSKETO-RXN;RIBULP3EPIM-RXN;RIB5PISOM-RXN;2TRANSKETO-RXN	2PGADEHYDRAT-RXN;PEPDEPHOS-RXN;1TRANSKETO-RXN;RIBULP3EPIM-RXN;RIB5PISOM-RXN;2TRANSKETO-RXN
PWY-5525	NA	NA		RXN-14693	RXN-14693	
PWY1YI0-8	NA	NA		RXN1YI0-14	RXN1YI0-14	
PWY-7210	NA	NA	NA	DTMPKI-RXN;CDPREDUCT-RXN;THYMIDYLATESYN-RXN	DTMPKI-RXN;CDPREDUCT-RXN;RXN-12195;THYMIDYLATESYN-RXN	THYMIDYLATESYN-RXN;CDPREDUCT-RXN;DCDPKIN-RXN;DTMPKI-RXN;DTDPKIN-RXN
HISTSYN-PWY	NA	NA	NA	GLUTAMIDOTRANS-RXN;ATPPHOSPHORIBOSYLTRANS-RXN;HISTCYCLOHYD-RXN;HISTIDPHOS-RXN;IMIDPHOSDEHYD-RXN;HISTAMINOTRANS-RXN;PRIBFAICARPISOM-RXN;HISTPRATPHYD-RXN	GLUTAMIDOTRANS-RXN;ATPPHOSPHORIBOSYLTRANS-RXN;HISTCYCLOHYD-RXN;HISTIDPHOS-RXN;IMIDPHOSDEHYD-RXN;HISTAMINOTRANS-RXN;PRIBFAICARPISOM-RXN	GLUTAMIDOTRANS-RXN;ATPPHOSPHORIBOSYLTRANS-RXN;HISTCYCLOHYD-RXN;HISTIDPHOS-RXN;IMIDPHOSDEHYD-RXN;HISTAMINOTRANS-RXN;PRIBFAICARPISOM-RXN;HISTPRATPHYD-RXN
PWY-6842	NA	NA	NA	RXN-6763	RXN-6763	RXN-6763
PWY-8088	NA	NA	NA	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;DIHYDRODIPICSYN-RXN;ASPARTATEKIN-RXN	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;DIHYDRODIPICSYN-RXN;ASPARTATEKIN-RXN	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;DIHYDRODIPICSYN-RXN;ASPARTATEKIN-RXN
PWY-8072	NA	NA	NA	ALARACECAT-RXN	ALARACECAT-RXN	ALARACECAT-RXN
PWY-7822	NA	NA		RXN-12309;RXN-12625;3.2.1.14-RXN	RXN-12309;RXN-12625;3.2.1.14-RXN	
THIOREDOX-PWY	NA	NA	NA	THIOREDOXIN-REDUCT-NADPH-RXN	THIOREDOXIN-REDUCT-NADPH-RXN	THIOREDOXIN-REDUCT-NADPH-RXN
XYLCAT-PWY	NA	NA		XYLULOKIN-RXN	XYLISOM-RXN;XYLULOKIN-RXN	
PWY0-901	NA	NA	NA	RXN0-2161	RXN0-2161	RXN0-2161
LYSINE-DEG1-PWY	NA			2-AMINOADIPATE-AMINOTRANSFERASE-RXN		
PWY-8289	NA	NA	NA	RXN-22497;RXN-22498	RXN-22497;RXN-22498	RXN-22497;RXN-22498
PWY-6942	NA	NA	NA	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN
PWY-6902	NA	NA		RXN-12626;RXN-12625;3.2.1.14-RXN	RXN-12626;RXN-12625;3.2.1.14-RXN	
PWY-5265	NA	NA	NA	PWY-6386;RXN-11291;RXN-8975;RXN-8976;RXN-22558	PWY-6386;RXN-8976;RXN-8975	PWY-6386;RXN-8976;RXN-8975;PWY-6459
PWY-7285	NA	NA	NA	RXN-14517	RXN-14517	RXN-14517
PWY66-162	NA			RXN66-3		
PWY-6661	NA	NA	NA	ANTHRANSYN-RXN	ANTHRANSYN-RXN	ANTHRANSYN-RXN
PWY-5886	NA	NA	NA	TYROSINE-AMINOTRANSFERASE-RXN	TYROSINE-AMINOTRANSFERASE-RXN	TYROSINE-AMINOTRANSFERASE-RXN
PWY-5938	NA	NA	NA	ACETOLACTSYN-RXN;RXN-6081	ACETOLACTSYN-RXN;RXN-6081	ACETOLACTSYN-RXN;RXN-6081
PWY-3841	NA	NA	NA	DIHYDROFOLATEREDUCT-RXN;5-FORMYL-THF-CYCLO-LIGASE-RXN;THYMIDYLATESYN-RXN;GCVMULTI-RXN;FORMATETHFLIG-RXN	DIHYDROFOLATEREDUCT-RXN;5-FORMYL-THF-CYCLO-LIGASE-RXN;THYMIDYLATESYN-RXN;FORMATETHFLIG-RXN;GLYOHMETRANS-RXN	DIHYDROFOLATEREDUCT-RXN;5-FORMYL-THF-CYCLO-LIGASE-RXN;THYMIDYLATESYN-RXN;FORMATETHFLIG-RXN;GLYOHMETRANS-RXN
PWY-5381	NA	NA	NA	NADPYROPHOSPHAT-RXN;NICOTINATEPRIBOSYLTRANS-RXN;RXN-5841;NICONUCADENYLYLTRAN-RXN;NICOTINAMID-RXN;NAD-SYNTH-GLN-RXN	NADPYROPHOSPHAT-RXN;NICOTINATEPRIBOSYLTRANS-RXN;NICONUCADENYLYLTRAN-RXN;NICOTINAMID-RXN;NAD-SYNTH-GLN-RXN	RXN-5841;NICONUCADENYLYLTRAN-RXN;NAD-SYNTH-GLN-RXN;NICOTINATEPRIBOSYLTRANS-RXN
PWY-6749	NA	NA	NA	L-GLN-FRUCT-6-P-AMINOTRANS-RXN;5.4.2.10-RXN	L-GLN-FRUCT-6-P-AMINOTRANS-RXN;5.4.2.10-RXN	L-GLN-FRUCT-6-P-AMINOTRANS-RXN;5.4.2.10-RXN
PWY-1281	NA	NA	NA	PHOSACETYLTRANS-RXN	PHOSACETYLTRANS-RXN	PHOSACETYLTRANS-RXN
PWY-7286	NA	NA	NA	RXN-14517	RXN-14517	RXN-14517
